transaction_id,user_id,amount,merchant,category,timestamp,location,payment_status
TXN-001053,U0064,77.21,Whole Foods,Groceries,2025-09-18T10:08,"San Francisco, USA",Completed
TXN-001987,U0051,109.71,Costco,Groceries,2025-08-07T01:52,"New York, USA",Completed
TXN-000894,U0128,35.33,Airbnb,Travel,2025-09-06T06:46,"Chicago, USA",Completed
TXN-001713,U0136,6.99,Local Deli,Food,2025-11-27T04:48,"San Francisco, USA",Completed
TXN-SUSP-00024,U0084,2386.78,Night ATM,ATM,2026-05-20T02:04,"London, UK",Completed
TXN-001902,U0001,11.22,Subway,Food,2025-08-13T03:49,"Los Angeles, USA",Pending
TXN-000882,U0132,17.82,DoorDash,Food,2025-12-06T10:17,"San Francisco, USA",Completed
TXN-000545,U0101,18.5,Chipotle,Food,2026-02-23T04:12,"Los Angeles, USA",Completed
TXN-000857,U0078,71.75,Kroger,Groceries,2025-07-09T01:17,"Chicago, USA",Completed
TXN-000716,U0149,48.46,DoorDash,Food,2026-04-03T02:33,"Austin, USA",Completed
TXN-000986,U0013,302.08,Kraken,Crypto,2025-09-23T03:39,"Toronto, Canada",Completed
TXN-000758,U0144,79.86,Target,Shopping,2026-03-02T22:04,"Los Angeles, USA",Completed
TXN-001119,U0139,448.79,Lyft,Travel,2026-04-10T04:03,"Austin, USA",Completed
TXN-000300,U0026,170.45,Target,Shopping,2025-11-26T12:33,"Los Angeles, USA",Completed
TXN-001617,U0093,21.87,Local Deli,Food,2025-10-15T07:53,"Seattle, USA",Completed
TXN-001477,U0097,69.06,Kroger,Groceries,2026-03-19T08:17,"Los Angeles, USA",Completed
TXN-000064,U0133,68.58,Whole Foods,Groceries,2025-12-29T04:15,"Chicago, USA",Completed
TXN-000325,U0100,34.03,Best Buy,Shopping,2025-06-01T06:30,"Los Angeles, USA",Completed
TXN-001555,U0071,200.0,Wells Fargo ATM,ATM,2025-06-01T05:06,"Seattle, USA",Completed
TXN-001179,U0019,127.91,Best Buy,Shopping,2025-11-20T09:29,"Chicago, USA",Completed
TXN-001246,U0102,42.34,Local Deli,Food,2025-06-26T03:51,"Chicago, USA",Completed
TXN-001034,U0075,100.0,Bank of America ATM,ATM,2025-06-15T21:56,"Seattle, USA",Completed
TXN-001002,U0024,54.66,Trader Joe's,Groceries,2026-02-16T06:17,"Chicago, USA",Completed
TXN-001396,U0038,80.16,Amazon,Shopping,2025-05-30T13:03,"Chicago, USA",Completed
TXN-000606,U0045,108.64,Marriott,Travel,2025-11-19T09:59,"Chicago, USA",Completed
TXN-000995,U0133,89.49,Safeway,Groceries,2025-12-21T11:58,"Los Angeles, USA",Completed
TXN-000428,U0146,114.79,Walmart,Shopping,2025-05-26T09:58,"New York, USA",Completed
TXN-001556,U0008,224.56,Kraken,Crypto,2025-10-12T22:40,"Los Angeles, USA",Pending
TXN-001382,U0074,119.0,Walmart,Shopping,2025-08-21T03:26,"Seattle, USA",Completed
TXN-001495,U0082,38.38,Airbnb,Travel,2025-10-19T07:28,"Los Angeles, USA",Pending
TXN-000024,U0057,29.08,Starbucks,Food,2026-03-23T04:41,"New York, USA",Completed
TXN-001625,U0063,106.24,Trader Joe's,Groceries,2026-03-17T11:33,"Seattle, USA",Completed
TXN-000199,U0026,204.43,Kraken,Crypto,2025-09-16T21:24,"Los Angeles, USA",Completed
TXN-000050,U0028,93.75,Comcast,Bills,2025-10-09T02:54,"Austin, USA",Completed
TXN-000174,U0028,100.0,Bank of America ATM,ATM,2026-05-14T08:09,"San Francisco, USA",Completed
TXN-000621,U0043,100.21,Costco,Groceries,2026-05-18T23:17,"Austin, USA",Completed
TXN-001825,U0022,227.34,Delta Airlines,Travel,2025-07-07T12:02,"Los Angeles, USA",Completed
TXN-000819,U0100,63.55,Walmart,Shopping,2026-04-03T11:15,"Austin, USA",Completed
TXN-000917,U0067,40.0,Chase ATM,ATM,2025-08-15T05:12,"Los Angeles, USA",Completed
TXN-001201,U0040,25.88,DoorDash,Food,2026-03-10T02:30,"Austin, USA",Completed
TXN-001558,U0034,40.81,Chipotle,Food,2026-05-22T02:59,"New York, USA",Completed
TXN-000846,U0009,44.52,Target,Shopping,2025-08-28T03:39,"Seattle, USA",Failed
TXN-000072,U0057,57.23,Best Buy,Shopping,2025-12-26T04:35,"San Francisco, USA",Completed
TXN-001377,U0113,35.19,Local Deli,Food,2026-01-01T07:07,"San Francisco, USA",Completed
TXN-001783,U0030,92.78,Netflix,Bills,2025-07-30T04:08,"New York, USA",Completed
TXN-000515,U0111,19.36,Subway,Food,2025-05-27T22:39,"Los Angeles, USA",Completed
TXN-001385,U0020,162.21,Delta Airlines,Travel,2025-06-05T02:20,"San Francisco, USA",Completed
TXN-000384,U0022,122.13,Apple Store,Shopping,2026-02-25T01:21,"Austin, USA",Completed
TXN-000817,U0029,171.84,Walmart,Shopping,2026-05-07T07:18,"Austin, USA",Completed
TXN-SUSP-00059,U0127,2281.29,Unverified Marketplace,Crypto,2026-05-09T04:18,Singapore,Completed
TXN-001079,U0131,107.42,Comcast,Bills,2026-02-10T09:52,"Austin, USA",Completed
TXN-000486,U0006,106.41,Verizon,Bills,2026-04-29T00:45,"New York, USA",Completed
TXN-SUSP-00086,U0110,5015.58,Offshore Exchange,ATM,2026-04-20T01:12,"Toronto, Canada",Completed
TXN-001229,U0061,27.54,DoorDash,Food,2026-02-05T21:53,"New York, USA",Completed
TXN-000597,U0008,40.53,Best Buy,Shopping,2026-05-09T12:01,"Chicago, USA",Completed
TXN-000257,U0064,75.61,Costco,Groceries,2026-04-03T12:16,"San Francisco, USA",Completed
TXN-001273,U0072,100.76,Uber,Travel,2025-07-22T10:50,"New York, USA",Completed
TXN-000459,U0032,18.82,DoorDash,Food,2026-01-18T09:44,"Seattle, USA",Completed
TXN-001115,U0014,65.98,Verizon,Bills,2025-12-11T06:32,"Chicago, USA",Completed
TXN-001166,U0008,19.31,Starbucks,Food,2025-07-19T10:49,"San Francisco, USA",Pending
TXN-000021,U0122,241.01,Uber,Travel,2026-02-22T01:12,"Dubai, UAE",Completed
TXN-001577,U0087,85.21,Lyft,Travel,2025-10-02T08:42,"Chicago, USA",Completed
TXN-001062,U0131,115.37,Spotify,Bills,2025-09-02T01:44,"San Francisco, USA",Completed
TXN-001821,U0070,132.46,Best Buy,Shopping,2026-01-02T07:06,"Seattle, USA",Completed
TXN-000508,U0131,89.47,Spotify,Bills,2026-04-17T07:00,"Chicago, USA",Completed
TXN-001448,U0061,40.0,Bank of America ATM,ATM,2025-09-02T07:31,"San Francisco, USA",Completed
TXN-000782,U0047,96.75,Kroger,Groceries,2025-09-02T07:47,"Austin, USA",Completed
TXN-SUSP-00072,U0087,3202.71,Offshore Exchange,ATM,2026-04-25T02:31,"Berlin, Germany",Completed
TXN-000375,U0136,6.48,Trader Joe's,Groceries,2026-04-19T01:08,"Chicago, USA",Completed
TXN-000868,U0137,96.19,PG&E,Bills,2025-10-11T08:10,"Chicago, USA",Completed
TXN-001983,U0007,2.5,Starbucks,Food,2025-08-08T05:07,"Chicago, USA",Completed
TXN-001857,U0031,147.07,Apple Store,Shopping,2025-09-05T04:03,"San Francisco, USA",Completed
TXN-001038,U0116,111.43,Costco,Groceries,2026-04-16T05:52,"San Francisco, USA",Completed
TXN-000875,U0124,116.81,Whole Foods,Groceries,2025-07-03T21:53,"Los Angeles, USA",Completed
TXN-000271,U0103,21.36,Subway,Food,2025-12-30T07:09,"Seattle, USA",Completed
TXN-001001,U0138,127.69,Walmart,Shopping,2025-10-26T23:06,"Austin, USA",Completed
TXN-001126,U0032,106.31,Verizon,Bills,2025-09-21T21:43,"Austin, USA",Completed
TXN-000737,U0023,38.66,Uber,Travel,2025-10-31T22:47,"Austin, USA",Completed
TXN-000383,U0129,200.0,Bank of America ATM,ATM,2026-02-09T06:44,"Los Angeles, USA",Completed
TXN-000496,U0030,137.73,Amazon,Shopping,2025-12-02T07:15,"Austin, USA",Pending
TXN-000026,U0122,5.19,Chipotle,Food,2026-03-14T12:19,"Los Angeles, USA",Completed
TXN-SUSP-00016,U0022,3838.52,Offshore Exchange,ATM,2026-05-07T01:12,"Berlin, Germany",Completed
TXN-000079,U0043,80.0,Bank of America ATM,ATM,2026-05-19T05:53,"Seattle, USA",Pending
TXN-001348,U0027,54.3,Walmart,Shopping,2026-05-12T05:29,"Chicago, USA",Completed
TXN-000033,U0049,35.42,Kroger,Groceries,2026-04-29T12:13,"San Francisco, USA",Pending
TXN-001767,U0030,100.0,Wells Fargo ATM,ATM,2026-03-02T09:54,"Seattle, USA",Completed
TXN-000437,U0073,89.47,Apple Store,Shopping,2026-02-26T05:46,"San Francisco, USA",Completed
TXN-001741,U0114,60.0,Chase ATM,ATM,2025-10-22T23:24,"Los Angeles, USA",Completed
TXN-001657,U0077,79.19,Delta Airlines,Travel,2026-02-21T12:10,Singapore,Completed
TXN-000164,U0037,83.93,Costco,Groceries,2025-11-20T21:15,"Chicago, USA",Completed
TXN-000204,U0001,132.0,Lyft,Travel,2025-08-07T06:31,"Seattle, USA",Completed
TXN-001994,U0104,130.53,Delta Airlines,Travel,2026-02-10T06:35,"New York, USA",Completed
TXN-001643,U0094,60.0,Chase ATM,ATM,2026-02-18T04:51,"Seattle, USA",Completed
TXN-000773,U0066,76.31,Walmart,Shopping,2026-04-06T05:21,"New York, USA",Completed
TXN-001055,U0062,55.69,Target,Shopping,2025-09-29T00:34,"Tokyo, Japan",Completed
TXN-000306,U0039,76.85,Safeway,Groceries,2025-08-04T04:08,"New York, USA",Completed
TXN-001197,U0037,27.24,Verizon,Bills,2025-09-23T22:16,"San Francisco, USA",Completed
TXN-001285,U0042,76.46,Whole Foods,Groceries,2026-03-31T02:36,"New York, USA",Completed
TXN-SUSP-00083,U0039,3307.76,Night ATM,ATM,2026-05-04T01:12,"Dubai, UAE",Completed
TXN-000193,U0115,186.34,Walmart,Shopping,2026-01-08T06:52,"San Francisco, USA",Completed
TXN-001911,U0087,86.03,Verizon,Bills,2026-01-13T09:51,"San Francisco, USA",Failed
TXN-000417,U0145,83.34,Costco,Groceries,2026-01-26T12:26,"Chicago, USA",Completed
TXN-000787,U0083,100.0,Wells Fargo ATM,ATM,2026-01-13T05:53,"San Francisco, USA",Completed
TXN-001484,U0067,142.15,Binance,Crypto,2025-12-20T01:42,"Los Angeles, USA",Completed
TXN-000219,U0040,76.46,Best Buy,Shopping,2026-03-11T22:42,"Seattle, USA",Pending
TXN-SUSP-00080,U0084,1967.42,Luxury Wire Transfer,Crypto,2026-04-08T00:20,"Tokyo, Japan",Completed
TXN-SUSP-00066,U0087,5477.48,Luxury Wire Transfer,Travel,2026-02-02T02:14,"Tokyo, Japan",Completed
TXN-000352,U0043,180.49,Walmart,Shopping,2026-01-30T02:39,"Chicago, USA",Completed
TXN-001789,U0082,116.69,Spotify,Bills,2025-08-30T03:50,"New York, USA",Completed
TXN-001353,U0056,80.99,Walmart,Shopping,2025-11-25T04:08,"Seattle, USA",Completed
TXN-000484,U0034,58.57,Whole Foods,Groceries,2025-09-19T04:50,"San Francisco, USA",Completed
TXN-001415,U0015,17.62,Starbucks,Food,2026-02-08T11:29,Singapore,Completed
TXN-001527,U0005,36.46,Target,Shopping,2026-05-20T04:28,"Toronto, Canada",Completed
TXN-000060,U0122,133.45,Best Buy,Shopping,2026-01-07T03:36,"Los Angeles, USA",Pending
TXN-000837,U0021,109.1,Whole Foods,Groceries,2025-08-30T11:09,"Austin, USA",Completed
TXN-000423,U0085,130.3,Verizon,Bills,2026-02-19T12:04,Singapore,Completed
TXN-000410,U0103,37.28,Starbucks,Food,2025-09-16T01:16,"Austin, USA",Completed
TXN-000074,U0110,200.0,Wells Fargo ATM,ATM,2026-03-09T21:09,"New York, USA",Completed
TXN-001090,U0054,94.51,Comcast,Bills,2025-12-15T04:18,"Chicago, USA",Completed
TXN-000163,U0069,19.49,Airbnb,Travel,2026-03-08T21:42,"New York, USA",Completed
TXN-001816,U0087,58.7,Safeway,Groceries,2026-05-04T09:00,"Toronto, Canada",Completed
TXN-000582,U0071,69.65,Safeway,Groceries,2026-03-11T08:43,"Toronto, Canada",Completed
TXN-001259,U0019,38.73,Apple Store,Shopping,2025-08-29T23:13,"Austin, USA",Completed
TXN-000465,U0027,18.14,DoorDash,Food,2026-05-07T09:41,"New York, USA",Failed
TXN-000611,U0039,147.94,Airbnb,Travel,2025-09-03T01:55,"Chicago, USA",Completed
TXN-001472,U0091,95.53,PG&E,Bills,2025-10-03T21:47,"Chicago, USA",Completed
TXN-000835,U0096,172.68,Airbnb,Travel,2025-10-13T22:08,"Austin, USA",Completed
TXN-001134,U0064,12.08,Chipotle,Food,2025-09-28T10:15,"Austin, USA",Completed
TXN-001074,U0054,40.35,Chipotle,Food,2025-12-06T00:25,"Austin, USA",Completed
TXN-000549,U0146,92.19,PG&E,Bills,2025-09-02T00:15,"Los Angeles, USA",Completed
TXN-000046,U0079,92.48,Comcast,Bills,2026-01-01T01:06,"Austin, USA",Pending
TXN-001069,U0124,99.93,Comcast,Bills,2026-01-19T03:19,"Seattle, USA",Pending
TXN-001810,U0092,47.57,Starbucks,Food,2025-11-10T23:24,"San Francisco, USA",Completed
TXN-000295,U0116,239.25,Target,Shopping,2026-04-22T00:03,"Los Angeles, USA",Completed
TXN-001925,U0131,16.42,Subway,Food,2025-05-31T08:07,"Los Angeles, USA",Completed
TXN-000077,U0011,121.06,Binance,Crypto,2026-04-22T23:53,"Los Angeles, USA",Pending
TXN-000206,U0100,146.2,Uber,Travel,2025-12-11T12:06,"Berlin, Germany",Completed
TXN-001531,U0127,43.74,Kroger,Groceries,2026-03-12T04:07,"San Francisco, USA",Completed
TXN-001593,U0014,211.01,Best Buy,Shopping,2026-04-25T09:31,"Austin, USA",Completed
TXN-000830,U0009,15.2,Starbucks,Food,2025-12-09T07:37,"San Francisco, USA",Completed
TXN-000415,U0141,39.73,Target,Shopping,2026-02-05T11:00,"Chicago, USA",Completed
TXN-000705,U0129,237.6,Lyft,Travel,2026-01-18T11:09,"New York, USA",Completed
TXN-000756,U0146,100.44,Lyft,Travel,2025-09-08T07:23,"Los Angeles, USA",Completed
TXN-001233,U0039,104.28,Spotify,Bills,2026-04-03T02:16,"San Francisco, USA",Completed
TXN-000977,U0121,6.93,Chipotle,Food,2026-05-20T11:35,"New York, USA",Completed
TXN-000394,U0014,67.02,Kroger,Groceries,2025-12-02T00:36,"San Francisco, USA",Completed
TXN-001775,U0112,127.73,Target,Shopping,2026-02-24T22:56,"Seattle, USA",Completed
TXN-000969,U0101,69.28,Safeway,Groceries,2025-08-25T02:57,"New York, USA",Completed
TXN-000031,U0055,100.0,Chase ATM,ATM,2025-08-19T10:35,"Los Angeles, USA",Completed
TXN-001182,U0051,89.3,Lyft,Travel,2025-09-10T03:55,"Seattle, USA",Completed
TXN-001938,U0062,159.14,Comcast,Bills,2025-11-02T08:02,"Chicago, USA",Completed
TXN-000446,U0021,109.49,Binance,Crypto,2025-07-28T22:31,"Toronto, Canada",Completed
TXN-001147,U0079,80.03,Spotify,Bills,2026-02-22T09:41,"Seattle, USA",Completed
TXN-002000,U0061,161.03,Binance,Crypto,2025-12-19T10:58,"San Francisco, USA",Completed
TXN-001574,U0092,123.72,Verizon,Bills,2025-11-07T00:44,"Los Angeles, USA",Completed
TXN-000906,U0087,104.36,Comcast,Bills,2025-11-14T12:36,"San Francisco, USA",Completed
TXN-001041,U0008,61.2,Kroger,Groceries,2025-07-05T23:38,"Los Angeles, USA",Completed
TXN-001671,U0118,87.86,Trader Joe's,Groceries,2025-11-06T11:18,"Austin, USA",Completed
TXN-001689,U0093,13.37,Subway,Food,2025-12-16T00:26,"Dubai, UAE",Completed
TXN-001607,U0107,131.58,Best Buy,Shopping,2025-09-08T21:54,"Seattle, USA",Completed
TXN-001422,U0129,53.54,Costco,Groceries,2025-05-30T02:26,"Los Angeles, USA",Completed
TXN-001695,U0068,30.24,Subway,Food,2026-04-11T09:02,"Seattle, USA",Completed
TXN-000345,U0111,107.76,Airbnb,Travel,2026-04-13T02:15,"Austin, USA",Completed
TXN-000045,U0039,63.56,Spotify,Bills,2025-05-30T00:08,"Chicago, USA",Completed
TXN-001903,U0079,70.09,Safeway,Groceries,2025-08-06T23:48,"San Francisco, USA",Completed
TXN-001605,U0147,92.89,Spotify,Bills,2025-09-26T22:27,"Chicago, USA",Completed
TXN-000169,U0015,129.46,Delta Airlines,Travel,2025-06-18T04:29,"New York, USA",Completed
TXN-000304,U0140,13.27,Lyft,Travel,2025-11-22T02:12,"Chicago, USA",Completed
TXN-001928,U0033,154.36,Marriott,Travel,2025-07-01T01:46,"Los Angeles, USA",Completed
TXN-001386,U0064,33.69,DoorDash,Food,2026-01-22T21:35,"Chicago, USA",Completed
TXN-000353,U0092,184.48,Best Buy,Shopping,2026-04-07T22:59,"Tokyo, Japan",Completed
TXN-000092,U0138,8.13,Chipotle,Food,2025-11-03T00:51,"Tokyo, Japan",Completed
TXN-001503,U0117,13.77,Chipotle,Food,2026-02-09T07:21,"Seattle, USA",Completed
TXN-001532,U0145,111.44,Walmart,Shopping,2025-06-13T07:48,"Chicago, USA",Completed
TXN-001345,U0056,133.35,Trader Joe's,Groceries,2025-11-28T01:01,"New York, USA",Completed
TXN-000528,U0050,83.28,Spotify,Bills,2026-03-01T03:53,"San Francisco, USA",Completed
TXN-000262,U0013,136.77,Amazon,Shopping,2026-04-06T04:19,"Seattle, USA",Completed
TXN-000679,U0022,200.0,Chase ATM,ATM,2025-09-05T08:13,"New York, USA",Completed
TXN-000744,U0034,89.51,Spotify,Bills,2025-07-05T11:40,"New York, USA",Completed
TXN-000650,U0048,11.88,Amazon,Shopping,2026-04-17T09:50,"Los Angeles, USA",Completed
TXN-001112,U0076,79.41,Trader Joe's,Groceries,2025-06-04T00:15,"New York, USA",Completed
TXN-001909,U0126,108.65,Uber,Travel,2025-12-28T08:47,"Toronto, Canada",Completed
TXN-000354,U0126,24.34,Subway,Food,2026-03-09T12:30,"Austin, USA",Completed
TXN-000901,U0025,57.68,Apple Store,Shopping,2025-06-08T07:28,"Austin, USA",Failed
TXN-001164,U0023,68.62,Kroger,Groceries,2025-06-11T01:35,"Austin, USA",Completed
TXN-001058,U0111,71.96,Whole Foods,Groceries,2026-01-06T22:23,"New York, USA",Completed
TXN-000186,U0143,78.05,PG&E,Bills,2025-06-28T07:10,"Seattle, USA",Completed
TXN-SUSP-00030,U0041,5855.19,Offshore Exchange,Travel,2026-01-30T03:16,"Dubai, UAE",Completed
TXN-000638,U0065,25.44,Subway,Food,2025-08-26T04:01,"Los Angeles, USA",Completed
TXN-000573,U0131,64.5,Kroger,Groceries,2025-08-07T02:43,"San Francisco, USA",Completed
TXN-001300,U0080,15.51,Coinbase,Crypto,2025-06-02T01:53,"Chicago, USA",Pending
TXN-000301,U0106,101.46,Costco,Groceries,2025-09-07T08:24,"New York, USA",Completed
TXN-001334,U0033,40.0,Wells Fargo ATM,ATM,2025-08-15T10:18,"Chicago, USA",Completed
TXN-000839,U0107,78.48,Kroger,Groceries,2026-04-11T21:22,"Berlin, Germany",Completed
TXN-001010,U0128,115.23,Spotify,Bills,2025-12-14T05:41,"Seattle, USA",Failed
TXN-000481,U0099,110.55,PG&E,Bills,2025-11-01T01:10,"Chicago, USA",Completed
TXN-001557,U0140,94.89,Crypto.com,Crypto,2026-02-01T02:34,"Los Angeles, USA",Completed
TXN-001722,U0019,100.14,Kroger,Groceries,2026-04-03T11:13,"Los Angeles, USA",Completed
TXN-001323,U0117,116.17,Uber,Travel,2026-05-19T12:45,"Austin, USA",Completed
TXN-001565,U0006,37.04,Starbucks,Food,2025-08-29T07:41,"Los Angeles, USA",Completed
TXN-000316,U0145,56.46,Netflix,Bills,2025-07-04T06:14,"San Francisco, USA",Completed
TXN-001476,U0055,27.27,Chipotle,Food,2026-03-23T21:10,"Los Angeles, USA",Completed
TXN-000454,U0059,216.54,Best Buy,Shopping,2026-05-17T00:59,"New York, USA",Failed
TXN-000807,U0097,200.0,Chase ATM,ATM,2025-08-02T00:54,"Los Angeles, USA",Completed
TXN-001081,U0057,121.81,Spotify,Bills,2026-04-22T22:17,"Los Angeles, USA",Completed
TXN-000176,U0090,112.67,Spotify,Bills,2026-02-11T04:01,"Austin, USA",Pending
TXN-001883,U0072,78.1,Walmart,Shopping,2025-12-28T08:08,"Austin, USA",Completed
TXN-000580,U0002,52.74,Verizon,Bills,2026-03-17T00:37,"Austin, USA",Completed
TXN-000983,U0076,83.71,Spotify,Bills,2026-04-27T11:12,"Seattle, USA",Completed
TXN-001733,U0064,87.07,Costco,Groceries,2025-11-25T08:26,"San Francisco, USA",Completed
TXN-000841,U0149,76.01,Trader Joe's,Groceries,2026-02-16T07:30,"Austin, USA",Completed
TXN-000124,U0085,123.77,Netflix,Bills,2026-04-22T23:58,"Los Angeles, USA",Completed
TXN-000472,U0086,12.73,DoorDash,Food,2026-03-08T02:47,"Seattle, USA",Completed
TXN-000533,U0057,112.59,Apple Store,Shopping,2025-12-17T23:26,"Los Angeles, USA",Completed
TXN-000608,U0069,74.14,Target,Shopping,2025-08-29T05:19,"Chicago, USA",Completed
TXN-000395,U0073,156.08,Crypto.com,Crypto,2025-06-30T11:59,"Los Angeles, USA",Completed
TXN-001344,U0008,14.4,Local Deli,Food,2025-10-03T00:16,"Chicago, USA",Completed
TXN-001426,U0104,20.24,DoorDash,Food,2026-03-23T08:41,"New York, USA",Completed
TXN-000040,U0113,8.45,Chipotle,Food,2025-12-01T06:14,"Los Angeles, USA",Completed
TXN-000463,U0045,10.93,Starbucks,Food,2026-01-23T01:45,"Seattle, USA",Completed
TXN-001804,U0101,101.86,Safeway,Groceries,2025-12-03T06:17,"New York, USA",Completed
TXN-000583,U0095,16.2,Local Deli,Food,2026-03-07T12:15,"Chicago, USA",Completed
TXN-000332,U0140,56.59,Costco,Groceries,2025-07-23T03:41,"San Francisco, USA",Completed
TXN-000535,U0083,72.06,Apple Store,Shopping,2026-04-09T04:06,"Austin, USA",Completed
TXN-000409,U0119,23.87,Subway,Food,2026-01-12T04:10,"New York, USA",Completed
TXN-000195,U0052,78.89,Best Buy,Shopping,2026-02-07T10:14,"Los Angeles, USA",Completed
TXN-000615,U0051,216.31,Amazon,Shopping,2025-12-22T00:26,"Chicago, USA",Completed
TXN-001005,U0077,48.98,Uber,Travel,2025-06-19T00:32,"Chicago, USA",Completed
TXN-000706,U0083,100.0,Wells Fargo ATM,ATM,2026-03-01T01:29,"Chicago, USA",Completed
TXN-001848,U0032,15.63,DoorDash,Food,2026-05-11T10:43,"Chicago, USA",Completed
TXN-000323,U0048,41.88,Target,Shopping,2025-07-17T01:09,"Austin, USA",Completed
TXN-000267,U0010,54.01,Safeway,Groceries,2025-08-29T07:00,"New York, USA",Completed
TXN-001547,U0043,4.15,Chipotle,Food,2025-07-11T01:13,"Chicago, USA",Completed
TXN-001517,U0006,83.14,Kraken,Crypto,2025-07-30T21:50,"Los Angeles, USA",Completed
TXN-001269,U0136,100.0,Chase ATM,ATM,2026-03-31T01:15,"Austin, USA",Completed
TXN-001054,U0007,42.3,Starbucks,Food,2025-06-09T12:31,"Chicago, USA",Completed
TXN-001748,U0142,67.79,Local Deli,Food,2025-09-19T08:49,"Los Angeles, USA",Completed
TXN-001865,U0018,195.87,Lyft,Travel,2026-02-04T00:03,"New York, USA",Completed
TXN-000637,U0038,189.59,Amazon,Shopping,2025-11-10T23:57,"New York, USA",Completed
TXN-001678,U0076,112.7,Airbnb,Travel,2025-06-05T09:40,"New York, USA",Completed
TXN-000544,U0113,126.3,Target,Shopping,2026-03-31T23:22,"Austin, USA",Completed
TXN-SUSP-00006,U0039,1602.72,Offshore Exchange,Travel,2026-05-13T03:39,"Tokyo, Japan",Pending
TXN-001855,U0064,166.97,Walmart,Shopping,2025-11-27T22:34,"San Francisco, USA",Completed
TXN-001651,U0117,200.0,Wells Fargo ATM,ATM,2026-01-07T03:41,"Toronto, Canada",Completed
TXN-SUSP-00074,U0087,5853.69,Night ATM,Travel,2026-02-21T02:54,"Berlin, Germany",Completed
TXN-001615,U0032,63.03,Trader Joe's,Groceries,2025-12-04T01:28,"New York, USA",Completed
TXN-000783,U0135,23.66,Starbucks,Food,2025-06-01T10:10,"New York, USA",Completed
TXN-000813,U0029,79.1,Comcast,Bills,2025-10-13T22:16,"Los Angeles, USA",Completed
TXN-001011,U0130,138.34,Netflix,Bills,2025-12-25T02:13,"New York, USA",Completed
TXN-001076,U0096,12.56,Chipotle,Food,2025-09-01T09:48,"Austin, USA",Completed
TXN-001139,U0040,261.45,Delta Airlines,Travel,2025-08-03T12:16,"London, UK",Completed
TXN-000963,U0109,93.55,Safeway,Groceries,2025-10-10T10:09,"Los Angeles, USA",Completed
TXN-001567,U0074,100.0,Chase ATM,ATM,2025-08-01T06:07,"San Francisco, USA",Completed
TXN-001442,U0145,75.01,Trader Joe's,Groceries,2026-02-01T23:55,"London, UK",Completed
TXN-000832,U0029,40.0,Wells Fargo ATM,ATM,2026-05-06T09:00,"Austin, USA",Completed
TXN-000366,U0017,92.03,Verizon,Bills,2026-01-15T08:58,"Los Angeles, USA",Completed
TXN-001352,U0008,146.65,Apple Store,Shopping,2026-04-21T08:29,"New York, USA",Completed
TXN-001111,U0113,131.07,Uber,Travel,2025-07-07T04:49,"New York, USA",Completed
TXN-000687,U0101,14.76,Local Deli,Food,2025-10-29T07:35,"Seattle, USA",Completed
TXN-001406,U0091,49.19,Spotify,Bills,2026-05-11T08:33,"Austin, USA",Completed
TXN-001240,U0071,136.28,Target,Shopping,2026-03-23T08:19,"San Francisco, USA",Completed
TXN-001469,U0067,122.26,PG&E,Bills,2025-06-27T11:15,"Los Angeles, USA",Completed
TXN-001782,U0003,41.63,Walmart,Shopping,2026-01-30T05:42,"Seattle, USA",Completed
TXN-001028,U0083,76.59,Amazon,Shopping,2025-11-05T01:30,"San Francisco, USA",Pending
TXN-000966,U0064,142.02,Lyft,Travel,2025-07-30T06:57,"Chicago, USA",Completed
TXN-000319,U0070,98.88,Kroger,Groceries,2025-12-15T07:05,"Los Angeles, USA",Completed
TXN-001891,U0060,20.91,Airbnb,Travel,2026-03-08T12:54,"Seattle, USA",Completed
TXN-001294,U0050,49.45,DoorDash,Food,2025-10-17T09:36,"Austin, USA",Completed
TXN-001592,U0033,83.78,Netflix,Bills,2025-06-01T02:24,"Chicago, USA",Completed
TXN-000874,U0034,5.88,Chipotle,Food,2025-10-30T01:17,"Berlin, Germany",Completed
TXN-001084,U0116,8.04,Starbucks,Food,2026-01-19T07:31,"Chicago, USA",Completed
TXN-000344,U0041,145.67,Binance,Crypto,2026-02-14T02:39,"Austin, USA",Completed
TXN-000399,U0097,23.67,Verizon,Bills,2025-11-12T21:52,"Los Angeles, USA",Completed
TXN-001552,U0094,110.1,Target,Shopping,2025-08-24T21:59,"Los Angeles, USA",Completed
TXN-000293,U0058,18.25,Local Deli,Food,2026-01-23T04:58,"Austin, USA",Completed
TXN-001467,U0003,69.29,Safeway,Groceries,2026-01-16T21:32,"Chicago, USA",Pending
TXN-001874,U0100,153.98,PG&E,Bills,2026-03-06T08:36,"San Francisco, USA",Completed
TXN-001942,U0063,45.39,Costco,Groceries,2025-08-27T12:27,"Austin, USA",Completed
TXN-000142,U0017,25.8,Local Deli,Food,2025-11-09T04:45,"Seattle, USA",Completed
TXN-001245,U0071,63.37,Apple Store,Shopping,2025-06-06T02:42,"Seattle, USA",Completed
TXN-000003,U0115,117.67,Spotify,Bills,2025-09-04T10:18,"Chicago, USA",Completed
TXN-001357,U0127,45.69,Trader Joe's,Groceries,2025-09-02T22:55,"Chicago, USA",Failed
TXN-000340,U0124,60.42,Spotify,Bills,2025-08-11T08:05,"New York, USA",Completed
